Key,Values
ZION,"2007-10-19, 2008-01-28, 2008-04-18, 2008-07-18, 2008-10-20, 2009-01-27, 2009-04-21, 2009-07-21, 2009-10-20, 2010-01-26, 2010-04-20, 2010-07-20, 2010-10-19, 2011-01-25, 2011-04-19, 2011-07-18, 2011-10-25, 2012-01-24, 2012-04-24, 2012-07-24, 2012-10-23, 2013-01-29, 2013-04-23, 2013-07-23, 2013-10-22, 2014-01-28, 2014-04-22, 2014-07-22, 2014-10-21, 2015-01-27, 2015-04-21, 2015-07-21, 2015-10-20, 2016-01-26, 2016-04-26, 2016-07-27, 2016-10-25, 2017-01-24, 2017-04-25, 2017-07-26, 2017-10-24, 2018-01-23, 2018-04-24, 2018-07-24, 2018-10-23, 2019-01-23, 2019-04-23, 2019-07-23, 2019-10-22, 2020-01-22, 2020-04-21, 2020-07-21, 2020-10-20, 2021-01-19, 2021-04-19, 2021-07-19, 2021-10-18, 2022-01-24, 2022-04-25, 2022-07-26, 2022-10-24"
CATY,"2013-04-17, 2013-07-18, 2013-10-22, 2014-01-24, 2014-04-17, 2014-07-23, 2015-01-22, 2015-04-23, 2015-07-22, 2015-10-21, 2016-01-21, 2016-04-21, 2016-07-21, 2016-10-20, 2017-01-26, 2017-04-20, 2017-10-28, 2018-01-31, 2018-04-19, 2018-07-19, 2018-10-18, 2019-01-24, 2019-04-18, 2019-07-18, 2019-10-17, 2020-01-23, 2020-04-28, 2021-01-27, 2021-04-26, 2021-07-26, 2021-10-25, 2022-01-27, 2022-04-25, 2022-07-25, 2022-10-24"
SNV,"2011-07-29, 2011-10-28, 2012-01-24, 2012-04-24, 2012-07-24, 2012-10-23, 2013-01-22, 2013-04-23, 2013-07-19, 2013-10-22, 2014-01-21, 2014-04-22, 2014-07-22, 2014-10-21, 2015-01-27, 2015-04-21, 2015-07-21, 2015-10-20, 2016-01-19, 2016-04-19, 2016-07-19, 2016-10-18, 2017-01-17, 2017-04-18, 2017-07-18, 2017-10-17, 2018-01-23, 2018-04-24, 2018-07-24, 2018-10-23, 2019-01-15, 2019-04-23, 2019-07-16, 2019-10-22, 2020-01-24, 2020-04-25, 2020-07-21, 2020-10-20, 2021-01-26, 2021-04-20"
IBTX,"2013-10-29, 2014-07-30, 2014-10-28, 2015-02-03, 2015-04-28, 2015-07-28, 2015-10-22, 2016-01-28, 2016-04-26, 2016-07-26, 2016-10-25, 2017-01-26, 2017-04-25, 2017-07-25, 2017-10-24, 2018-01-30, 2018-04-24, 2018-07-24, 2018-10-23, 2019-01-29, 2019-04-23, 2019-07-23, 2019-10-22, 2020-01-28, 2020-04-28"
BOH,"2007-10-23, 2008-01-28, 2010-01-26, 2011-07-26, 2011-10-24, 2012-01-24, 2012-04-23, 2012-07-23, 2012-10-23, 2013-01-30, 2013-04-22, 2013-07-22, 2013-10-28, 2014-01-28, 2014-04-22, 2014-07-28, 2014-10-27, 2015-01-27, 2015-04-20, 2015-07-27, 2015-10-26, 2016-01-25, 2016-04-25, 2016-07-26, 2016-10-24, 2017-01-23, 2017-04-24, 2017-07-24, 2017-10-24, 2018-01-22, 2018-04-23, 2018-07-23, 2018-10-22, 2019-01-28, 2019-04-22, 2019-07-23, 2019-10-28, 2020-01-27, 2020-04-20, 2021-01-25, 2021-04-26, 2021-07-26, 2021-10-25, 2022-01-24, 2022-04-25, 2022-07-25, 2022-10-24"
NMIH,"2014-03-11, 2014-08-11, 2014-11-09, 2015-02-20, 2015-05-06, 2015-08-10, 2015-10-27, 2016-02-19, 2016-04-27, 2016-08-02, 2016-11-02, 2017-02-16, 2017-05-05, 2017-08-02, 2017-11-02, 2018-02-16, 2018-05-02, 2018-08-02, 2018-10-31, 2019-02-13, 2019-05-05, 2019-08-04, 2019-11-07, 2020-02-12, 2020-05-09, 2021-02-16, 2021-08-03, 2021-11-02, 2022-02-15, 2022-05-04, 2022-08-02, 2022-11-01"
WSFS,"2009-05-27, 2009-07-28, 2010-04-30, 2010-07-27, 2010-12-14, 2011-02-04, 2011-04-29, 2011-07-29, 2011-10-28, 2012-01-27, 2012-04-27, 2012-07-28, 2012-10-31, 2013-02-01, 2013-04-26, 2013-07-26, 2014-01-31, 2014-07-25, 2014-10-31, 2015-01-30, 2015-05-01, 2015-07-24, 2015-10-30, 2016-01-29, 2016-04-29, 2016-07-29, 2016-10-28, 2017-01-27, 2017-04-29, 2017-07-28, 2017-10-24, 2018-01-23, 2018-04-24, 2018-07-24, 2018-10-24, 2019-01-23, 2019-04-26, 2019-07-23, 2019-10-22, 2020-01-22, 2020-04-29, 2021-01-26, 2021-07-23, 2021-10-22, 2022-10-25"
AMAL,"2019-07-29, 2020-01-31, 2020-05-02, 2020-10-31, 2021-07-31, 2021-10-28, 2022-01-27, 2022-04-29, 2022-07-30, 2022-10-29"
HOPE,"2016-10-19, 2017-01-25, 2017-04-29, 2017-07-26, 2017-10-25, 2018-01-31, 2018-04-18, 2018-07-18, 2018-10-17, 2019-01-23, 2019-04-17, 2019-07-17, 2019-10-22, 2020-01-23, 2020-04-29, 2020-08-01, 2020-10-21, 2021-01-27, 2021-04-28, 2021-07-21, 2021-10-26, 2022-01-25"
TRST,"2014-01-22, 2014-04-22, 2014-07-22, 2014-10-22, 2015-01-22, 2015-04-22, 2015-07-22, 2015-10-22, 2016-01-22, 2016-04-22, 2016-07-22, 2016-10-24, 2017-01-24, 2017-04-24, 2017-07-24, 2017-10-24, 2018-01-23, 2018-04-24, 2018-10-23, 2019-01-23, 2019-04-23, 2019-07-23, 2019-10-22, 2020-01-22, 2020-04-22, 2020-07-22, 2020-10-22"
WASH,"2009-01-28, 2014-07-22, 2014-10-21, 2015-01-29, 2015-04-22, 2015-07-21, 2015-10-20, 2016-01-27, 2016-04-27, 2016-07-26, 2016-10-25, 2017-01-26, 2017-04-24, 2017-07-25, 2017-10-24, 2018-01-31, 2018-04-23, 2018-07-24, 2018-10-23, 2019-01-29, 2019-04-22, 2019-07-23, 2019-10-22, 2020-01-28, 2020-04-27, 2020-07-21, 2020-10-20"
GSBC,"2018-01-24, 2018-04-19, 2018-07-19, 2018-10-18, 2019-01-23, 2019-04-18, 2019-07-18, 2019-10-18, 2020-01-22, 2020-04-21, 2020-07-22, 2020-10-22, 2021-04-22, 2021-07-22, 2021-10-21, 2022-01-25, 2022-04-21, 2022-07-21, 2022-10-20"
SASR,"2009-04-22, 2010-04-22, 2010-07-23, 2010-10-21, 2013-07-18, 2013-10-17, 2014-01-23, 2014-07-17, 2014-10-16, 2015-01-22, 2015-04-16, 2015-07-16, 2015-10-22, 2016-01-21, 2016-04-21, 2016-07-21, 2016-10-20, 2017-01-19, 2017-04-20, 2017-07-20, 2018-01-18, 2018-04-19, 2018-10-18, 2019-01-17, 2019-04-18, 2019-07-18, 2019-10-17, 2020-01-23, 2020-07-23, 2021-01-21, 2021-10-21, 2022-01-20, 2022-04-21, 2022-07-21, 2022-10-20"
TBBK,"2008-02-18, 2008-04-28, 2009-01-30, 2009-04-28, 2009-07-24, 2009-10-26, 2010-01-28, 2010-04-26, 2010-07-22, 2010-10-22, 2011-01-27, 2011-04-26, 2011-07-21, 2011-10-21, 2012-01-24, 2012-04-25, 2012-07-24, 2013-01-24, 2013-04-25, 2013-07-25, 2014-07-24, 2014-10-31, 2015-10-30, 2016-04-29, 2016-07-29, 2016-10-28, 2017-02-11, 2017-04-28, 2017-07-28, 2017-10-27, 2018-01-26, 2018-04-27, 2018-07-27, 2018-10-26, 2019-01-25, 2019-04-26, 2019-07-26, 2019-10-25, 2020-01-31, 2020-08-01, 2021-07-31"
PFBC,"2008-05-09, 2008-07-22, 2008-10-28, 2009-01-28, 2009-05-27, 2009-07-31, 2009-10-30, 2010-01-28, 2010-05-04, 2010-10-29, 2012-01-27, 2013-04-18, 2013-07-18, 2013-10-23, 2014-10-16, 2015-01-21, 2015-04-21, 2015-07-21, 2016-01-22, 2016-04-21, 2016-07-21, 2016-10-21, 2017-01-20, 2017-04-20, 2017-07-19, 2017-10-26, 2018-01-23, 2018-04-20, 2018-07-19, 2018-10-18, 2019-01-18, 2019-04-18, 2019-07-18, 2019-10-16, 2020-01-23, 2020-04-23, 2020-07-22, 2020-10-21, 2021-01-26, 2021-04-21, 2021-07-21, 2021-10-21, 2022-01-20, 2022-04-20"
FFWM,"2021-04-27, 2022-01-31, 2022-07-26"
BANR,"2009-01-29, 2010-04-24, 2013-04-24, 2013-07-26, 2013-10-24, 2014-01-23, 2014-04-22, 2014-07-24, 2014-10-23, 2015-01-22, 2015-04-21, 2015-07-21, 2015-10-22, 2016-01-28, 2016-04-26, 2016-07-27, 2016-10-27, 2017-01-26, 2017-04-25, 2017-07-27, 2017-10-26, 2018-01-25, 2018-04-24, 2018-07-26, 2018-10-25, 2019-01-24, 2019-10-26, 2020-01-24, 2020-04-28, 2022-07-21"
FNB,"2012-07-24, 2012-10-23, 2013-01-24, 2013-04-24, 2013-07-24, 2013-10-18, 2014-01-22, 2014-04-24, 2014-07-23, 2014-10-22, 2015-01-23, 2015-04-24, 2015-07-23, 2015-10-22, 2016-01-21, 2016-04-22, 2016-07-22, 2016-10-21, 2017-01-19, 2017-04-25, 2017-07-20, 2017-10-19, 2018-01-23, 2018-04-24, 2018-07-24, 2018-10-23, 2019-01-22, 2019-04-23, 2019-07-23, 2019-10-17, 2020-01-21, 2020-04-23, 2020-07-17, 2020-10-20, 2021-07-20"
GBCI,"2010-01-29, 2013-01-25, 2013-04-19, 2013-07-26, 2013-10-25, 2014-01-24, 2014-04-22, 2014-07-25, 2014-10-24, 2015-01-30, 2015-04-24, 2015-07-25, 2015-10-23, 2016-01-29, 2016-04-22, 2016-07-22, 2016-10-21, 2017-01-27, 2017-04-21, 2017-07-21, 2017-10-20, 2018-01-26, 2018-04-20, 2018-07-20, 2018-10-19, 2019-01-25, 2019-04-19, 2019-07-19, 2019-10-18, 2020-01-24, 2020-04-24, 2021-04-23, 2021-10-22, 2022-01-28"
FHN,"2007-10-18, 2008-01-17, 2008-04-17, 2008-07-17, 2008-10-17, 2009-01-16, 2009-04-17, 2009-07-17, 2009-10-16, 2010-04-16, 2010-10-15, 2011-01-21, 2011-04-21, 2011-07-15, 2011-10-17, 2012-01-20, 2012-04-20, 2012-07-20, 2012-10-19, 2013-01-18, 2013-04-19, 2013-07-19, 2013-10-18, 2014-01-17, 2014-04-17, 2014-07-18, 2014-10-18, 2015-01-23, 2015-04-17, 2015-07-17, 2015-10-16, 2016-07-15, 2016-09-16, 2016-10-14, 2017-01-13, 2017-04-13, 2017-07-14, 2017-10-13, 2018-01-19, 2018-04-13, 2018-07-17, 2018-10-16, 2019-01-19, 2019-04-16, 2019-07-16, 2019-10-17, 2020-01-17, 2020-04-21, 2021-04-21, 2021-07-16, 2021-10-20"
BKU,"2012-04-25, 2013-01-29, 2013-04-24, 2013-07-24, 2013-10-22, 2014-01-23, 2014-04-24, 2014-07-24, 2014-10-23, 2015-01-22, 2015-04-25, 2015-07-23, 2015-10-21, 2016-01-21, 2016-04-20, 2016-07-20, 2016-10-20, 2017-01-25, 2017-04-25, 2017-07-26, 2017-10-31, 2018-01-23, 2018-04-25, 2018-07-24, 2018-10-24, 2019-01-23, 2019-04-24, 2019-07-24, 2019-10-23, 2020-01-23, 2020-04-29, 2021-04-22, 2021-10-21"
BPOP,"2011-07-20, 2011-10-19, 2012-04-20, 2012-07-18, 2012-10-19, 2013-01-24, 2013-04-18, 2013-07-18, 2013-10-23, 2014-01-23, 2014-04-23, 2014-07-24, 2014-10-22, 2015-01-22, 2015-04-27, 2015-07-24, 2015-10-23, 2016-01-26, 2016-04-25, 2016-07-26, 2016-10-25, 2017-04-25, 2017-11-01, 2018-04-24, 2018-07-23, 2018-10-24, 2019-01-23, 2019-04-18, 2019-07-25, 2019-10-23, 2020-01-28, 2020-07-23, 2021-01-28, 2021-10-20, 2022-04-26, 2022-10-26"
TRMK,"2010-04-30, 2010-07-28, 2010-10-28, 2013-04-24, 2013-10-23, 2014-01-29, 2014-07-23, 2014-10-29, 2015-01-29, 2015-04-29, 2015-07-29, 2015-10-28, 2016-01-27, 2016-04-27, 2016-07-27, 2016-10-26, 2017-01-25, 2017-04-26, 2017-07-26, 2017-10-25, 2018-01-24, 2018-04-25, 2018-07-25, 2018-10-24, 2019-01-24, 2019-04-25, 2019-07-24, 2019-10-23, 2020-01-29, 2020-08-02, 2021-01-27, 2021-04-30"
AMTB,2020-04-28
INDB,"2008-01-18, 2008-07-19, 2008-10-24, 2009-01-27, 2014-01-24, 2014-07-18, 2014-10-17, 2015-01-23, 2015-10-16, 2016-01-22, 2016-10-21, 2017-01-20, 2017-04-21, 2017-07-21, 2017-10-20, 2018-04-20, 2018-10-19, 2019-01-18, 2019-04-22, 2019-07-19, 2019-10-18, 2020-01-17, 2020-04-24, 2022-01-21"
OFG,"2013-02-08, 2013-04-26, 2013-07-23, 2013-10-29, 2014-02-04, 2014-04-29, 2014-07-24, 2014-10-24, 2015-01-30, 2015-04-24, 2015-07-24, 2015-10-23, 2016-02-01, 2016-04-22, 2016-07-22, 2016-10-21, 2017-01-31, 2017-04-21, 2017-07-21, 2017-10-25, 2018-01-30, 2018-04-20, 2018-07-20, 2018-10-19, 2019-01-22, 2019-04-18, 2019-07-22, 2019-10-21, 2020-01-29, 2020-07-24, 2022-04-21"
DCOM,"2018-01-26, 2018-07-27, 2019-01-25, 2021-05-01, 2021-07-31"
BHLB,"2008-07-18, 2008-10-24, 2009-01-27, 2013-04-30, 2013-10-29, 2014-01-28, 2014-07-25, 2014-10-28, 2015-01-27, 2015-04-28, 2015-07-23, 2015-10-27, 2016-01-26, 2016-10-25, 2017-01-31, 2017-04-25, 2017-07-20, 2017-10-20, 2018-01-26, 2018-04-24, 2018-07-19, 2018-10-18, 2019-01-24, 2019-05-03, 2019-07-24, 2019-10-30, 2020-01-28, 2020-05-09, 2021-05-01"
TFSL,"2011-08-04, 2011-11-17, 2012-02-02, 2012-05-04, 2012-08-01, 2012-10-31, 2013-01-31, 2013-04-26, 2013-07-31, 2013-10-31, 2014-01-31, 2014-04-25, 2014-08-02, 2014-10-30, 2015-01-30"
RDN,"2008-02-15, 2008-05-12, 2008-08-11, 2008-11-05, 2009-02-24, 2009-05-05, 2009-08-05, 2009-11-04, 2010-02-23, 2010-05-04, 2010-08-03, 2010-11-02, 2011-02-04, 2011-05-06, 2011-08-03, 2011-11-01, 2012-02-24, 2012-05-01, 2012-08-01, 2012-11-01, 2013-02-11, 2013-05-01, 2013-07-24, 2013-11-07, 2014-02-05, 2014-05-07, 2014-08-07, 2014-10-30, 2015-02-12, 2015-04-30, 2015-07-22, 2015-10-27, 2016-01-28, 2016-04-27, 2016-07-28, 2016-10-27, 2017-01-26, 2017-04-27, 2017-08-01, 2017-10-26, 2018-02-01, 2018-04-27, 2018-07-26, 2018-10-31, 2019-02-08, 2019-05-01, 2019-08-01, 2019-10-31, 2020-02-06, 2020-05-08, 2021-02-25, 2021-05-05, 2022-05-04, 2022-08-02, 2022-11-03"
HAFC,"2008-10-24, 2009-01-30, 2009-11-05, 2010-01-29, 2013-07-23, 2013-10-22, 2014-01-27, 2014-07-22, 2014-11-07, 2015-02-06, 2015-07-24, 2015-10-27, 2016-01-26, 2016-04-20, 2016-07-20, 2016-10-19, 2017-01-24, 2017-04-18, 2017-07-18, 2017-10-18, 2018-01-24, 2018-04-25, 2018-07-25, 2019-01-16, 2019-04-24, 2019-10-23, 2020-01-29, 2020-07-29, 2021-01-26, 2021-04-27, 2022-01-25, 2022-04-26, 2022-07-26, 2022-10-25"
AMSF,"2008-11-07, 2014-02-27, 2014-08-01, 2014-10-31, 2015-02-27, 2015-04-30, 2015-07-31, 2015-10-29, 2016-02-25, 2016-04-28, 2016-07-29, 2016-10-27, 2017-02-25, 2017-04-27, 2017-07-28, 2017-10-27, 2018-02-27, 2018-04-28, 2018-08-05, 2018-10-25, 2019-03-03, 2019-05-05, 2019-08-03, 2019-11-01, 2020-02-21, 2020-05-03, 2021-02-27, 2021-04-30, 2021-10-29, 2022-07-30, 2022-10-29"
UVE,"2013-11-05, 2014-08-06, 2014-10-31, 2015-02-26, 2015-05-01, 2015-08-08, 2015-10-31, 2016-02-25, 2016-05-03, 2016-07-29, 2016-11-05, 2017-02-22, 2017-04-26, 2017-08-01, 2017-11-09, 2018-02-21, 2018-04-25, 2018-07-26, 2018-10-30, 2019-03-01, 2019-04-25, 2019-08-01, 2019-10-31, 2020-03-03, 2020-04-28, 2021-04-29, 2021-07-29"
SPNT,"2021-05-14, 2021-11-06"
AGO,"2009-02-26, 2011-08-09, 2011-11-15, 2012-02-29, 2012-05-11, 2012-08-10, 2012-11-09, 2013-02-28, 2013-05-10, 2013-08-09, 2013-11-12, 2014-02-27, 2014-05-08, 2014-08-08, 2014-11-07, 2015-02-26, 2015-05-09, 2015-08-06, 2015-11-06, 2016-02-27, 2016-05-09, 2016-08-06, 2016-11-04, 2017-02-24, 2017-05-07, 2017-08-03, 2017-11-03, 2018-02-23, 2018-05-04, 2018-08-02, 2018-11-09, 2019-03-04, 2019-05-10, 2019-08-08, 2019-11-08, 2020-02-28, 2020-05-08, 2022-05-06"
MBI,"2008-02-05, 2008-05-13, 2008-11-05, 2009-03-04, 2009-05-12, 2009-08-06, 2010-03-02, 2010-05-11, 2010-11-10, 2011-03-02, 2011-05-11, 2011-08-10, 2011-11-10, 2012-03-01, 2012-05-11, 2012-08-09, 2012-11-08, 2013-02-28, 2013-05-10, 2013-08-08, 2013-11-13, 2014-03-04, 2014-05-13, 2014-08-07, 2014-11-06, 2015-03-03, 2015-05-12, 2015-08-05, 2015-11-05, 2016-03-01, 2016-11-09, 2017-03-02, 2017-05-11, 2017-08-09, 2017-11-08, 2018-03-02, 2018-05-10, 2018-08-09, 2018-11-07, 2019-03-01, 2019-05-09, 2019-08-08, 2019-11-09, 2020-02-28, 2020-05-12, 2021-08-06, 2021-11-05, 2022-08-06, 2022-11-04"
RLI,"2013-01-24, 2013-04-18, 2013-07-18, 2013-10-17, 2014-01-23, 2014-04-18, 2014-07-17, 2014-10-16, 2015-01-27, 2015-04-21, 2015-07-21, 2015-10-20, 2016-01-26, 2016-04-21, 2016-07-20, 2016-10-20, 2017-01-26, 2017-04-20, 2017-07-20, 2017-10-19, 2018-01-25, 2018-04-19, 2018-07-19, 2018-10-18, 2019-01-24, 2019-04-18, 2019-07-18, 2019-10-17, 2020-01-23, 2020-04-22, 2020-07-23, 2020-10-22, 2021-01-28, 2021-04-22, 2022-07-21, 2022-10-20"
GNW,"2007-10-26, 2008-02-08, 2008-04-25, 2008-07-31, 2009-02-10, 2009-05-08, 2009-07-31, 2009-10-30, 2010-01-29, 2010-04-30, 2010-07-30, 2011-02-03, 2011-05-05, 2011-07-30, 2011-11-04, 2012-02-03, 2012-05-02, 2012-08-01, 2012-10-31, 2013-02-06, 2013-05-01, 2013-07-31, 2013-10-30, 2014-02-05, 2014-04-30, 2014-07-30, 2014-11-09, 2015-02-11, 2016-04-29, 2016-08-03, 2016-11-04, 2018-02-07, 2018-08-01, 2018-10-31, 2019-05-01, 2019-07-31, 2019-10-30, 2020-02-05, 2020-07-30"
OSCR,"2021-05-13, 2021-08-12, 2021-11-10, 2022-02-10, 2022-05-10, 2022-08-11, 2022-11-08"
UNM,"2008-01-29, 2008-05-02, 2008-07-31, 2008-10-31, 2009-02-04, 2009-08-05, 2010-02-03, 2010-08-04, 2011-02-03, 2011-05-05, 2011-08-04, 2011-11-03, 2012-02-07, 2012-05-02, 2012-08-03, 2012-11-01, 2013-02-06, 2013-05-02, 2013-08-06, 2013-11-05, 2014-02-05, 2014-05-08, 2014-08-03, 2014-11-01, 2015-02-05, 2015-05-02, 2015-07-30, 2015-10-29, 2016-02-03, 2016-04-28, 2016-07-28, 2016-10-27, 2017-02-02, 2017-04-27, 2017-07-28, 2017-10-27, 2018-02-01, 2018-05-02, 2018-07-31, 2018-10-25, 2019-02-06, 2019-05-01, 2019-07-31, 2019-10-30, 2020-02-05, 2020-07-29"
PRA,"2010-11-07, 2013-02-20, 2013-05-07, 2013-08-06, 2013-11-07, 2014-02-21, 2014-05-07, 2014-08-06, 2014-11-06, 2015-02-25, 2015-05-08, 2015-08-08, 2015-11-08, 2016-02-24, 2016-05-09, 2016-08-06, 2016-11-03, 2017-02-23, 2017-05-05, 2017-08-08, 2017-11-07, 2018-02-22, 2018-05-04, 2018-08-12, 2018-11-11, 2019-02-22, 2019-04-29, 2019-08-10, 2019-11-10, 2020-02-21, 2020-05-08, 2021-05-08, 2021-11-12, 2022-05-14, 2022-11-11"
PRI,"2012-08-09, 2012-11-08, 2013-02-08, 2013-05-08, 2013-08-07, 2013-11-07, 2014-02-11, 2014-05-07, 2014-08-09, 2014-11-05, 2015-02-10, 2015-05-08, 2015-08-07, 2015-11-05, 2016-02-11, 2016-05-05, 2016-08-09, 2016-11-11, 2017-02-09, 2017-05-14, 2017-08-12, 2017-11-08, 2018-02-09, 2018-05-13, 2018-08-08, 2018-11-07, 2019-02-08, 2019-05-08, 2019-08-08, 2019-11-08, 2020-02-12, 2020-04-30, 2021-11-09"
HCI,"2013-03-06, 2013-05-03, 2013-08-02, 2013-11-06, 2014-03-05, 2014-05-02, 2014-08-06, 2014-11-07, 2015-03-06, 2015-05-01, 2015-08-04, 2015-11-04, 2016-03-04, 2016-05-04, 2016-08-03, 2016-11-04, 2017-02-22, 2017-05-07, 2017-08-06, 2017-11-04, 2018-03-07, 2018-05-01, 2018-08-04, 2018-11-07, 2019-03-08, 2019-05-06, 2019-08-07, 2019-11-06, 2020-03-06, 2020-05-11, 2021-03-11, 2021-05-08, 2021-08-07, 2021-11-09"
KMPR,"2012-05-08, 2012-08-07, 2012-11-09, 2013-02-08, 2013-05-03, 2013-08-02, 2014-02-07, 2014-08-08, 2014-11-07, 2015-02-06, 2015-05-10, 2015-08-07, 2015-11-06, 2016-02-05, 2016-05-06, 2016-08-05, 2016-11-04, 2017-02-10, 2017-05-05, 2017-08-02, 2017-10-31, 2018-02-14, 2018-05-01, 2018-07-31, 2018-11-06, 2019-02-12, 2019-04-30, 2019-08-06, 2019-11-05, 2020-02-11, 2020-05-10, 2021-02-01, 2021-04-30, 2021-07-31, 2021-10-28, 2022-01-31, 2022-05-02, 2022-08-01"
ORI,"2008-01-25, 2008-04-25, 2008-07-26, 2008-10-24, 2009-01-23, 2009-04-24, 2009-07-24, 2009-10-23, 2010-01-29, 2010-04-23, 2010-07-23, 2010-10-28, 2011-01-28, 2011-04-29, 2011-07-29, 2011-10-28, 2012-01-27, 2012-04-27, 2012-07-27, 2012-10-26, 2013-01-25, 2013-04-25, 2013-07-26, 2013-10-25, 2014-01-23, 2014-04-25, 2014-07-25, 2014-10-24, 2015-01-23, 2015-04-23, 2015-07-23, 2016-01-29, 2016-04-28, 2016-07-28, 2017-01-27, 2017-10-27, 2018-07-27, 2019-07-26, 2020-01-24, 2020-04-23, 2021-01-28, 2021-04-22, 2021-07-22, 2021-10-28, 2022-01-27, 2022-04-28, 2022-07-28, 2022-10-27"
HMN,"2009-04-30, 2009-08-01, 2013-04-25, 2013-07-25, 2014-02-05, 2014-07-24, 2014-10-23, 2015-02-10, 2015-04-24, 2015-07-29, 2015-10-31, 2016-02-11, 2016-05-03, 2016-07-31, 2016-11-01, 2017-02-07, 2017-04-25, 2017-07-25, 2017-10-25, 2018-02-07, 2018-05-06, 2018-08-04, 2018-11-01, 2019-02-06, 2019-05-03, 2019-08-10, 2019-11-10, 2020-02-06, 2020-05-09, 2021-02-03, 2021-05-08, 2021-11-04, 2022-08-05, 2022-11-04"
AXS,"2008-02-05, 2008-08-06, 2008-10-29, 2009-02-10, 2010-08-05, 2010-11-02, 2011-08-04, 2011-11-02, 2012-02-08, 2012-08-01, 2013-02-05, 2013-04-26, 2013-07-31, 2013-10-31, 2014-02-05, 2014-05-01, 2014-07-30, 2014-10-30, 2015-02-04, 2015-05-01, 2015-07-29, 2015-10-28, 2016-02-03, 2016-04-27, 2016-07-27, 2016-10-27, 2017-02-02, 2017-04-27, 2017-07-27, 2017-10-28, 2018-02-08, 2018-04-26, 2018-07-26, 2018-10-25, 2019-01-31, 2019-04-25, 2019-07-31, 2019-10-30, 2020-01-30, 2020-05-06, 2021-01-28"
GBLI,"2022-03-10, 2022-08-13, 2022-11-11"
AIZ,"2008-02-07, 2008-05-02, 2008-07-31, 2008-10-30, 2009-02-05, 2009-04-30, 2009-07-31, 2009-10-29, 2010-02-04, 2010-04-29, 2010-07-29, 2010-10-28, 2011-02-03, 2011-04-28, 2011-07-28, 2011-10-27, 2012-02-02, 2012-04-26, 2012-07-26, 2012-10-25, 2013-02-07, 2013-04-25, 2013-07-25, 2013-10-24, 2014-02-06, 2014-04-24, 2014-07-24, 2014-10-30, 2015-02-13, 2015-05-06, 2015-07-29, 2015-10-28, 2016-02-10, 2016-04-27, 2016-07-27, 2016-10-26, 2017-02-08, 2017-05-03, 2017-08-02, 2017-11-03, 2018-02-09, 2018-05-06, 2018-08-08, 2018-11-07, 2019-02-13, 2019-05-07, 2019-08-07, 2019-11-06, 2020-02-12, 2020-05-09"
EIG,"2008-11-07, 2009-02-27, 2010-05-07, 2013-05-09, 2013-11-07, 2014-02-20, 2014-08-02, 2014-10-30, 2015-02-19, 2015-05-03, 2015-07-31, 2015-10-31, 2016-02-17, 2016-04-29, 2016-07-31, 2016-10-30, 2017-02-25, 2017-04-29, 2017-07-29, 2017-10-29, 2018-02-22, 2018-04-26, 2018-07-28, 2018-10-25, 2019-02-21, 2019-04-29, 2019-07-28, 2020-02-21, 2021-04-23"
STC,"2014-07-31, 2014-10-23, 2015-02-12, 2015-04-23, 2015-07-23, 2015-10-22, 2016-02-11, 2016-04-21, 2016-07-21, 2016-10-20, 2017-02-09, 2019-10-23, 2020-02-07, 2020-04-23, 2020-07-23, 2020-10-22, 2022-04-29, 2022-07-30, 2022-10-28"
SLQT,"2020-09-09, 2021-02-08, 2021-05-11, 2022-02-07"
GLRE,"2007-11-14, 2008-03-19, 2008-05-13, 2008-08-07, 2008-11-05, 2009-02-24, 2009-05-05, 2009-08-04, 2009-11-03, 2010-02-25, 2010-05-04, 2010-08-03, 2010-11-03, 2011-02-23, 2011-05-03, 2011-08-10, 2011-11-01, 2012-02-22, 2012-05-01, 2012-07-31, 2012-11-01, 2013-02-20, 2013-05-07, 2013-07-30, 2013-10-31, 2014-02-19, 2014-05-06, 2014-08-05, 2014-11-04, 2015-02-18, 2015-05-05, 2015-08-04, 2015-10-31, 2016-02-23, 2016-05-03, 2016-08-02, 2016-11-08, 2017-02-23, 2017-05-08, 2017-08-01, 2017-10-31, 2018-02-21, 2018-05-01, 2018-08-01, 2018-11-08, 2019-02-28, 2019-05-07, 2019-08-06, 2019-11-07, 2020-03-10, 2020-08-09, 2022-05-04, 2022-11-05"
MCY,"2011-08-02, 2011-10-31, 2012-02-06, 2012-04-30, 2012-07-30, 2012-10-29, 2013-02-04, 2013-04-29, 2013-07-29, 2013-10-28, 2014-02-10, 2014-04-28, 2014-07-28, 2014-11-03, 2015-02-09, 2015-04-27, 2015-08-03, 2015-11-02, 2016-02-08, 2016-05-02, 2016-08-01, 2016-10-31, 2017-02-06, 2017-05-01, 2017-07-31, 2017-10-30, 2018-02-07, 2018-04-30, 2018-07-30, 2018-10-29, 2019-02-11, 2019-04-29, 2019-07-29, 2019-10-28, 2020-02-10, 2020-05-04, 2020-08-03"
